command started at 2026-03-09 04:32:43+00:00, finished at 2026-03-09 04:32:53+00:00 with exitcode=0
LAST SEEN   TYPE      REASON      OBJECT                                     MESSAGE
10m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6ckmm   Pulling image "ghcr.io/actions/actions-runner:latest"
10m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6ckmm   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 90ms (90ms including waiting). Image size: 540108575 bytes.
10m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-6ckmm   Started container runner
5m6s        Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6cl4s   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6cl4s to aks-heavy-22317745-vmss000002
5m6s        Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6cl4s   Pulling image "ghcr.io/actions/actions-runner:latest"
10m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6cllx   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6cllx to aks-heavy-22317745-vmss000002
10m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6cllx   Pulling image "ghcr.io/actions/actions-runner:latest"
10m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6cllx   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 90ms (90ms including waiting). Image size: 540108575 bytes.
59m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6cvlp   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6cvlp to aks-heavy-22317745-vmss000002
59m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6cvlp   Pulling image "ghcr.io/actions/actions-runner:latest"
59m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6cvlp   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 147ms (147ms including waiting). Image size: 540108575 bytes.
25m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6cxh4   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6cxh4 to aks-heavy-22317745-vmss000002
25m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6cxh4   Pulling image "ghcr.io/actions/actions-runner:latest"
25m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6cxh4   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 82ms (82ms including waiting). Image size: 540108575 bytes.
25m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6cxh4   Created container: runner
59m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6cxn7   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6cxn7 to aks-heavy-22317745-vmss000002
59m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6cxn7   Pulling image "ghcr.io/actions/actions-runner:latest"
59m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6cxn7   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 76ms (76ms including waiting). Image size: 540108575 bytes.
59m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6cxn7   Created container: runner
34m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6czq4   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6czq4 to aks-heavy-22317745-vmss000002
34m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6czq4   Pulling image "ghcr.io/actions/actions-runner:latest"
34m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-6czq4   Started container runner
43m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6d6jb   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6d6jb to aks-heavy-22317745-vmss000002
43m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6d6jb   Pulling image "ghcr.io/actions/actions-runner:latest"
43m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6d6jb   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 80ms (80ms including waiting). Image size: 540108575 bytes.
27m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6d7cg   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6d7cg to aks-heavy-22317745-vmss000002
27m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6d7cg   Pulling image "ghcr.io/actions/actions-runner:latest"
27m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6d7cg   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 85ms (85ms including waiting). Image size: 540108575 bytes.
27m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-6d7cg   Started container runner
2m44s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6d84m   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6d84m to aks-heavy-22317745-vmss000002
44m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6d978   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6d978 to aks-heavy-22317745-vmss000002
44m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6d978   Pulling image "ghcr.io/actions/actions-runner:latest"
19m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6d9rt   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6d9rt to aks-heavy-22317745-vmss000002
19m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6d9rt   Pulling image "ghcr.io/actions/actions-runner:latest"
19m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6d9rt   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 75ms (75ms including waiting). Image size: 540108575 bytes.
15m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6dhhp   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6dhhp to aks-heavy-22317745-vmss000002
15m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6dhhp   Pulling image "ghcr.io/actions/actions-runner:latest"
15m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6dhhp   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 104ms (104ms including waiting). Image size: 540108575 bytes.
15m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6dhhp   Created container: runner
32m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6dtmk   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6dtmk to aks-heavy-22317745-vmss000002
32m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6dtmk   Pulling image "ghcr.io/actions/actions-runner:latest"
32m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6dtmk   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 66ms (66ms including waiting). Image size: 540108575 bytes.
32m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6dtmk   Created container: runner
32m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-6dtmk   Started container runner
57m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6dv4p   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6dv4p to aks-heavy-22317745-vmss000002
57m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6dv4p   Pulling image "ghcr.io/actions/actions-runner:latest"
57m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6dv4p   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 91ms (91ms including waiting). Image size: 540108575 bytes.
21m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6dzdl   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6dzdl to aks-heavy-22317745-vmss000002
21m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6dzdl   Pulling image "ghcr.io/actions/actions-runner:latest"
21m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6dzdl   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 97ms (97ms including waiting). Image size: 540108575 bytes.
21m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-6dzdl   Started container runner
45m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6f4nb   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6f4nb to aks-heavy-22317745-vmss000002
45m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6f4nb   Pulling image "ghcr.io/actions/actions-runner:latest"
45m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6f4nb   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 114ms (114ms including waiting). Image size: 540108575 bytes.
45m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6f4nb   Created container: runner
45m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-6f4nb   Started container runner
43m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6f5zb   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6f5zb to aks-heavy-22317745-vmss000002
43m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6f5zb   Pulling image "ghcr.io/actions/actions-runner:latest"
43m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6f5zb   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 88ms (88ms including waiting). Image size: 540108575 bytes.
7m43s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6f69t   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6f69t to aks-heavy-22317745-vmss000002
7m42s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6f69t   Pulling image "ghcr.io/actions/actions-runner:latest"
7m42s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6f69t   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 108ms (108ms including waiting). Image size: 540108575 bytes.
39m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6fclf   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6fclf to aks-heavy-22317745-vmss000002
39m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6fclf   Pulling image "ghcr.io/actions/actions-runner:latest"
39m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6fclf   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 180ms (180ms including waiting). Image size: 540108575 bytes.
39m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6fclf   Created container: runner
116s        Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6fcvp   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6fcvp to aks-heavy-22317745-vmss000002
18m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6fdr6   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6fdr6 to aks-heavy-22317745-vmss000002
18m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6fdr6   Pulling image "ghcr.io/actions/actions-runner:latest"
18m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6fdr6   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 72ms (72ms including waiting). Image size: 540108575 bytes.
18m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6fdr6   Created container: runner
47m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6fgmz   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6fgmz to aks-heavy-22317745-vmss000002
47m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6fgmz   Pulling image "ghcr.io/actions/actions-runner:latest"
47m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6fgmz   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 90ms (90ms including waiting). Image size: 540108575 bytes.
47m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6fgmz   Created container: runner
7m47s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6fhcd   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6fhcd to aks-heavy-22317745-vmss000002
7m47s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6fhcd   Pulling image "ghcr.io/actions/actions-runner:latest"
7m47s       Normal    Started     pod/arc-heavy-runners-mlqbj-runner-6fhcd   Started container runner
4m3s        Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6fl7n   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6fl7n to aks-heavy-22317745-vmss000002
40m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6fzcl   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6fzcl to aks-heavy-22317745-vmss000002
40m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6fzcl   Pulling image "ghcr.io/actions/actions-runner:latest"
40m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6fzcl   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 85ms (85ms including waiting). Image size: 540108575 bytes.
27m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6g269   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6g269 to aks-heavy-22317745-vmss000002
27m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6g269   Pulling image "ghcr.io/actions/actions-runner:latest"
27m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6g269   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 145ms (145ms including waiting). Image size: 540108575 bytes.
27m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6g269   Created container: runner
27m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-6g269   Started container runner
46m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6g4ms   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6g4ms to aks-heavy-22317745-vmss000002
46m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6g4ms   Pulling image "ghcr.io/actions/actions-runner:latest"
46m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6g4ms   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 88ms (88ms including waiting). Image size: 540108575 bytes.
46m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6g4ms   Created container: runner
2m47s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6g94j   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6g94j to aks-heavy-22317745-vmss000002
25m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6gd56   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6gd56 to aks-heavy-22317745-vmss000002
25m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6gd56   Pulling image "ghcr.io/actions/actions-runner:latest"
25m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6gd56   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 82ms (82ms including waiting). Image size: 540108575 bytes.
25m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6gd56   Created container: runner
12m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6gf4q   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6gf4q to aks-heavy-22317745-vmss000002
81s         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6grj8   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6grj8 to aks-heavy-22317745-vmss000002
7m11s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6gwfl   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6gwfl to aks-heavy-22317745-vmss000002
7m10s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-6gwfl   Pulling image "ghcr.io/actions/actions-runner:latest"
7m10s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-6gwfl   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 83ms (83ms including waiting). Image size: 540108575 bytes.
7m10s       Normal    Created     pod/arc-heavy-runners-mlqbj-runner-6gwfl   Created container: runner
7m10s       Normal    Started     pod/arc-heavy-runners-mlqbj-runner-6gwfl   Started container runner
12m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-6gwmc   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-6gwmc to aks-heavy-22317745-vmss000002
